student_id,lifestyle_type,age,gender,course,year_of_study,hostel_block,sleep_time,wake_time,alarm_count,snooze_frequency,noise_sleep_tolerance,lights_off_time,study_hours,study_time_preference,silence_requirement,self_talking_study,academic_seriousness,cleanliness_score,organization_score,laundry_frequency,bed_making_habit,room_cleaning_frequency,bathing_frequency,towel_management,phone_call_frequency,late_night_calls,talkativeness,guest_frequency,overnight_guest_comfort,friendship_expectation,guest_timing_preference,privacy_preference,sharing_comfort,boundary_importance,unauthorized_usage,borrowing_frequency,independence_preference,fan_speed_preference,temperature_preference,entry_exit_noise_awareness,conflict_tolerance,conflict_style,criticism_response,emotional_stability,negativity_level,communication_respect,punctuality,adaptability,schedule_consistency,smoking,drinking,gaming_hours,music_frequency,music_volume,room_eating_habit,food_smell_tolerance,food_preference,gym_frequency,religious_practice_frequency,expense_responsibility
190,average,20,Female,BCOM,4,B,1,8,5,4,1,1,3,Morning,5,5,2,3,4,7,1,1,1,4,2,4,3,2,1,3,Morning,3,2,4,1,5,2,1,2,4,2,Aggressive,3,5,2,4,2,2,4,0,0,3,1,3,1,2,Eggetarian,3,4,3
191,average,20,Female,IT,1,B,1,9,3,2,5,1,3,Night,4,3,4,4,4,6,0,1,1,1,1,5,3,2,1,4,Morning,4,3,4,0,3,3,2,2,3,4,Aggressive,2,3,4,2,3,3,3,1,0,3,2,5,1,4,Eggetarian,2,3,3
192,introvert,18,Female,CSE,1,A,22,7,5,5,3,22,4,Afternoon,5,4,2,5,5,2,1,7,1,5,4,2,2,1,0,1,Anytime,5,3,4,1,2,4,2,5,2,4,Direct,5,4,5,3,3,2,2,0,0,4,1,3,0,2,Eggetarian,4,1,4
193,average,23,Male,BCOM,3,B,23,7,3,2,5,23,3,Night,3,1,3,2,1,6,0,6,3,1,1,4,4,2,0,2,Evening,3,2,2,0,4,3,2,4,2,3,Direct,5,2,4,2,2,4,3,1,0,4,2,2,1,2,Vegetarian,4,5,2
194,disciplined,20,Female,BCOM,1,B,23,7,3,1,2,23,7,Morning,5,1,5,4,3,7,1,1,1,1,3,2,2,1,0,3,Evening,3,2,2,0,3,4,5,3,5,4,Aggressive,5,5,2,5,2,4,5,1,0,2,3,2,0,5,Non-Vegetarian,3,4,5
195,clean_freak,22,Male,BBA,4,B,0,8,1,4,2,0,2,Evening,5,4,3,4,5,5,1,4,1,1,2,3,3,2,1,2,Morning,4,4,5,0,3,2,3,1,4,3,Direct,4,3,4,5,2,4,2,1,0,2,2,1,1,3,Eggetarian,0,5,4
196,average,24,Female,IT,3,B,23,6,4,4,1,23,4,Night,1,1,4,2,3,3,1,2,3,1,3,1,4,2,1,3,Afternoon,3,2,4,0,3,4,1,1,3,2,Aggressive,4,4,3,4,4,2,4,0,0,1,4,3,1,5,Eggetarian,0,3,4
197,disciplined,19,Male,CSE,2,A,22,7,4,2,2,22,3,Afternoon,3,5,1,4,4,7,0,1,1,3,1,3,3,2,1,4,Afternoon,2,4,3,0,1,2,3,2,5,4,Aggressive,2,4,5,5,4,5,5,1,0,0,3,3,0,4,Eggetarian,1,2,4
198,disciplined,21,Male,CE,1,B,22,6,2,4,1,22,5,Afternoon,5,5,5,5,5,6,1,6,1,5,1,2,2,2,1,3,Afternoon,3,2,2,0,3,3,2,3,4,2,Aggressive,2,4,2,4,4,4,5,0,0,2,4,3,1,2,Eggetarian,0,3,5
199,average,21,Female,IT,1,D,0,8,1,1,4,0,5,Afternoon,3,2,4,2,3,3,1,5,2,1,1,2,2,2,0,2,Morning,4,3,2,0,5,2,3,2,4,4,Aggressive,5,5,1,3,3,3,2,0,0,3,3,5,1,2,Vegetarian,1,5,4
200,social,23,Female,CE,2,C,1,7,2,2,3,1,4,Afternoon,1,4,4,3,2,2,1,1,1,1,5,3,5,4,1,5,Afternoon,2,4,2,0,5,3,3,2,4,5,Direct,3,2,1,4,3,3,3,0,1,3,5,4,1,5,Vegetarian,2,3,4
201,average,22,Female,ECE,3,A,23,9,2,2,3,23,5,Morning,2,5,4,3,2,6,0,2,2,1,3,5,3,2,1,4,Evening,3,3,4,1,3,3,2,1,4,4,Complain,2,5,4,4,3,2,2,1,1,2,4,2,1,3,Non-Vegetarian,3,3,2
202,clean_freak,18,Female,CSE,2,C,22,6,4,3,1,22,5,Evening,1,1,3,2,2,3,0,1,3,3,2,2,3,2,1,2,Morning,5,3,4,0,4,3,4,1,5,3,Complain,3,5,3,4,2,3,2,1,1,2,3,3,0,2,Eggetarian,3,5,2
203,average,24,Female,ECE,2,D,0,8,4,3,4,0,5,Night,4,4,1,4,3,7,1,1,1,5,3,2,4,3,0,4,Evening,2,3,2,1,1,3,5,4,2,2,Direct,4,2,3,2,3,4,3,0,0,1,1,2,0,5,Vegetarian,1,2,3
204,social,23,Male,BCOM,2,A,23,7,2,5,1,23,1,Afternoon,2,1,4,2,3,4,1,1,1,3,4,4,4,4,1,5,Anytime,3,4,3,0,1,1,2,2,2,5,Complain,5,3,2,5,3,3,4,0,1,4,5,5,1,5,Non-Vegetarian,0,4,3
205,clean_freak,19,Male,EE,4,A,1,6,5,3,1,1,5,Morning,3,2,4,4,4,3,0,2,2,5,5,2,3,3,0,2,Afternoon,5,4,5,0,4,4,2,3,5,3,Direct,5,5,4,4,5,4,4,0,0,3,3,5,1,1,Vegetarian,0,2,2
206,disciplined,18,Female,BCOM,3,B,23,5,1,2,4,23,6,Morning,1,5,3,4,3,7,0,4,2,5,1,2,3,1,1,3,Afternoon,4,4,4,0,2,2,3,4,5,4,Complain,3,4,2,5,5,4,4,0,1,2,1,2,0,3,Vegetarian,2,4,4
207,average,23,Female,CE,2,D,0,8,5,5,2,0,2,Night,4,4,1,4,3,2,1,1,1,4,2,1,4,3,0,2,Evening,3,3,4,0,1,2,3,1,4,4,Avoid,4,5,5,2,5,4,2,1,0,1,1,3,1,4,Vegetarian,2,1,2
208,average,24,Female,CSE,2,D,22,6,3,1,4,22,2,Night,2,3,1,2,1,4,0,6,2,4,4,3,2,2,0,2,Afternoon,4,4,3,0,5,3,1,4,3,4,Avoid,5,5,5,3,1,3,2,0,0,2,3,4,0,3,Vegetarian,0,5,2
209,average,23,Male,CSE,2,A,22,6,2,4,2,22,4,Morning,3,3,5,4,3,3,0,5,2,4,1,1,2,3,0,3,Evening,2,3,4,0,3,4,3,2,4,3,Complain,2,2,3,5,5,3,3,0,0,2,2,3,0,2,Non-Vegetarian,1,1,2
210,introvert,23,Female,ECE,1,D,22,7,3,5,4,22,4,Morning,1,3,5,4,4,1,1,4,2,1,2,2,2,1,0,1,Anytime,4,3,5,0,5,5,1,5,3,3,Direct,3,2,3,5,4,4,4,0,0,4,3,3,1,5,Eggetarian,4,5,3
211,average,21,Female,CE,2,A,0,8,1,2,5,0,4,Evening,5,4,1,4,4,3,1,6,2,5,1,1,3,3,1,2,Anytime,3,2,3,0,4,2,3,4,4,4,Avoid,5,2,5,2,3,4,4,0,0,4,2,3,1,4,Non-Vegetarian,1,2,4
212,average,24,Male,CE,1,A,23,9,5,3,1,23,3,Morning,3,3,1,4,4,5,0,5,1,3,1,1,4,3,0,4,Morning,2,2,3,0,4,2,4,3,2,2,Complain,4,4,4,4,4,3,4,0,0,3,1,3,0,2,Vegetarian,4,2,3
213,night_owl,24,Female,CE,4,A,2,11,1,1,2,2,6,Night,5,1,5,2,3,4,1,3,2,2,5,3,2,3,0,3,Afternoon,3,3,4,0,2,3,4,3,2,3,Direct,4,5,5,3,4,3,1,0,1,2,4,5,0,4,Non-Vegetarian,2,3,2
214,disciplined,21,Male,BCOM,2,B,22,5,2,1,4,22,5,Night,1,2,1,5,4,6,0,1,1,5,5,4,3,2,0,3,Afternoon,4,3,2,0,3,3,5,5,4,4,Direct,2,5,4,5,4,5,5,1,1,0,2,5,0,3,Vegetarian,4,5,5
215,introvert,21,Female,IT,4,B,24,8,5,3,1,24,3,Evening,4,3,1,5,5,5,1,3,2,4,3,2,1,1,0,1,Afternoon,5,3,5,0,1,5,3,2,2,3,Avoid,5,5,2,3,3,3,4,0,0,3,2,1,0,3,Vegetarian,4,1,4
216,night_owl,19,Male,BCOM,1,C,2,10,5,4,4,2,6,Afternoon,4,3,1,4,5,7,0,4,2,4,3,1,2,3,0,3,Morning,4,2,4,0,3,2,5,3,3,3,Direct,4,2,4,2,5,3,1,0,1,1,2,2,1,3,Eggetarian,1,3,3
217,average,24,Male,BCOM,3,B,23,6,5,2,1,23,5,Morning,4,5,5,2,3,2,0,4,3,3,5,4,4,2,1,3,Afternoon,3,2,3,1,4,4,4,5,3,4,Aggressive,4,2,2,2,3,3,3,0,0,4,1,2,1,4,Eggetarian,0,3,4
218,average,19,Female,BCOM,4,B,22,8,3,5,2,22,5,Morning,5,3,3,4,4,4,1,7,2,4,4,3,2,3,1,4,Afternoon,3,4,2,0,4,3,2,5,2,4,Avoid,2,4,2,2,1,3,2,0,0,1,1,5,0,4,Eggetarian,1,2,4
219,average,23,Male,EE,2,C,0,9,2,5,2,0,2,Morning,1,5,1,4,4,7,1,1,1,3,3,1,2,2,0,3,Morning,3,4,3,0,3,2,1,1,4,4,Aggressive,2,2,5,3,1,4,4,1,0,3,3,4,0,4,Non-Vegetarian,3,2,2
220,average,23,Female,BBA,3,D,22,7,4,5,3,22,5,Evening,5,5,2,3,2,4,1,3,3,1,4,2,4,2,1,2,Anytime,3,3,4,0,3,3,2,1,2,4,Avoid,3,5,5,3,1,2,3,1,1,2,1,4,1,5,Non-Vegetarian,2,2,2
221,average,22,Female,CSE,3,B,1,9,3,2,3,1,5,Night,5,5,1,2,2,6,0,4,1,1,2,5,4,2,0,2,Anytime,2,2,3,1,2,4,5,4,2,4,Aggressive,5,2,3,2,4,3,4,0,1,3,3,5,0,3,Non-Vegetarian,4,2,4
222,fitness_focused,20,Female,BCOM,4,B,0,7,2,5,4,0,2,Evening,4,2,2,3,2,1,1,6,1,2,1,5,3,3,0,2,Anytime,4,2,2,0,5,2,3,1,2,3,Complain,5,5,2,5,3,4,4,0,0,2,1,2,1,3,Non-Vegetarian,7,1,4
223,clean_freak,22,Female,IT,3,D,23,7,1,2,2,23,2,Afternoon,2,2,4,2,2,1,0,2,3,4,4,4,3,3,0,2,Anytime,5,3,5,0,3,3,5,3,4,4,Avoid,3,4,2,5,5,3,3,0,1,1,4,3,0,1,Non-Vegetarian,3,3,4
224,average,22,Male,BBA,3,B,22,7,4,3,5,22,3,Morning,5,3,3,2,2,3,0,5,2,1,3,4,3,2,1,3,Morning,4,2,4,1,5,4,4,4,2,3,Direct,2,4,1,3,2,2,2,1,0,1,4,1,1,2,Eggetarian,2,2,4
225,social,18,Female,IT,2,C,1,7,4,4,1,1,1,Afternoon,5,2,3,2,1,4,0,3,3,2,5,4,4,4,1,5,Evening,3,5,2,0,4,3,1,5,3,3,Direct,3,3,3,2,2,3,4,0,0,1,4,5,1,5,Vegetarian,1,3,4
226,social,24,Male,ME,3,A,0,9,3,2,3,0,2,Evening,4,2,2,3,2,2,1,3,3,4,3,1,5,5,1,5,Evening,3,5,4,0,1,3,4,2,4,5,Direct,5,5,2,4,2,3,4,0,0,2,5,3,1,4,Vegetarian,0,5,4
227,social,21,Male,BCOM,3,C,1,8,5,1,3,1,1,Evening,1,2,4,3,3,3,0,2,2,3,2,4,4,4,1,5,Anytime,3,5,4,1,4,1,3,3,4,4,Direct,5,5,2,2,2,4,2,1,0,3,5,5,0,3,Eggetarian,1,3,4
228,fitness_focused,22,Male,ME,2,C,22,6,3,2,3,22,5,Night,2,4,1,4,3,2,0,3,2,1,2,2,2,3,0,4,Afternoon,2,4,4,0,1,3,2,3,2,3,Aggressive,3,5,3,5,4,4,4,0,0,4,2,3,0,5,Non-Vegetarian,6,4,5
229,night_owl,20,Female,CSE,2,B,2,10,3,3,5,2,2,Night,1,2,2,3,2,1,0,3,2,1,3,4,4,2,1,2,Evening,3,3,4,1,1,3,4,2,2,3,Direct,5,2,3,2,4,2,1,0,0,4,4,1,1,5,Non-Vegetarian,0,3,3
230,average,23,Male,BCOM,3,D,0,8,1,2,4,0,5,Morning,2,1,3,4,5,3,0,5,3,4,4,1,3,3,0,2,Anytime,3,3,2,0,3,3,3,3,2,4,Complain,3,4,3,5,1,3,3,0,1,1,1,3,0,5,Vegetarian,1,1,4
231,disciplined,23,Male,BCOM,4,C,22,6,5,2,5,22,7,Night,1,1,3,5,4,2,0,4,3,1,3,3,3,2,0,2,Evening,4,4,4,0,1,3,1,2,5,3,Avoid,2,5,5,5,2,5,5,0,0,2,1,5,1,3,Eggetarian,2,3,4
232,average,18,Female,ME,3,C,1,8,1,2,2,1,2,Evening,2,1,5,3,4,6,1,5,2,5,3,5,3,3,0,3,Evening,3,3,3,0,4,4,4,2,4,4,Avoid,5,4,4,2,5,2,4,1,1,3,1,2,1,4,Non-Vegetarian,2,4,4
233,night_owl,19,Male,IT,4,D,1,10,5,4,2,1,5,Afternoon,4,5,1,2,2,2,0,1,3,3,2,2,4,3,1,3,Afternoon,3,4,3,0,3,4,1,3,4,4,Aggressive,3,5,4,5,3,3,1,0,0,3,1,5,1,5,Eggetarian,1,1,3
234,social,21,Female,BBA,2,A,1,7,2,5,5,1,1,Night,1,3,5,2,1,5,1,6,1,3,1,5,5,4,1,4,Anytime,2,4,2,1,2,2,2,3,2,3,Direct,5,5,2,3,5,3,2,0,0,1,5,3,0,5,Eggetarian,0,1,4
235,disciplined,23,Female,BCOM,4,A,22,6,5,1,5,22,7,Morning,4,4,1,5,5,7,0,3,2,5,4,4,2,1,0,3,Morning,4,2,3,0,4,4,3,2,4,3,Avoid,4,4,3,4,4,5,4,0,0,1,4,3,1,4,Eggetarian,2,5,4
236,clean_freak,19,Female,CSE,2,C,0,8,3,2,5,0,4,Night,4,3,2,4,5,2,0,5,2,4,3,2,2,2,1,2,Morning,5,3,5,0,4,4,2,3,4,4,Complain,4,5,4,4,5,3,2,1,0,1,1,3,0,2,Vegetarian,1,2,3
237,social,23,Male,CE,3,D,0,9,1,5,2,0,2,Evening,1,4,1,3,4,1,1,5,3,5,1,1,5,4,1,4,Evening,3,4,4,0,2,3,4,2,2,5,Direct,5,4,1,3,1,2,4,0,0,2,4,3,1,5,Vegetarian,4,1,3
238,clean_freak,18,Male,BCOM,1,D,22,9,2,1,5,22,3,Night,3,5,1,4,4,7,0,6,2,2,5,5,3,2,1,3,Evening,5,4,4,0,3,4,4,5,5,4,Complain,4,3,3,5,5,4,3,1,0,2,4,1,1,3,Non-Vegetarian,3,2,2
239,disciplined,21,Female,ECE,4,C,23,7,5,2,2,23,3,Afternoon,2,3,5,5,5,7,1,1,3,3,5,2,4,1,1,2,Afternoon,3,2,2,0,5,4,2,3,5,4,Aggressive,4,4,3,5,3,5,4,0,0,2,3,3,1,4,Non-Vegetarian,4,4,5
240,disciplined,21,Male,BBA,3,B,22,6,1,2,2,22,5,Evening,3,1,3,5,5,3,0,7,1,5,5,4,3,1,0,2,Afternoon,3,4,3,0,5,3,1,4,5,2,Complain,5,4,1,4,3,5,5,1,0,0,4,2,0,4,Eggetarian,3,2,4
241,social,22,Male,ECE,4,B,0,9,5,3,5,0,3,Morning,2,1,3,3,3,6,0,2,2,4,2,4,5,5,1,4,Evening,2,4,2,0,4,2,4,4,2,5,Direct,5,4,1,5,1,4,3,1,0,3,4,5,0,2,Eggetarian,0,5,2
242,clean_freak,24,Male,BCOM,2,A,1,8,4,4,2,1,4,Morning,2,5,3,3,4,7,1,1,2,5,3,1,4,3,0,2,Afternoon,5,3,4,0,3,2,5,3,5,4,Avoid,4,3,2,4,2,3,2,0,0,1,2,5,1,1,Non-Vegetarian,2,2,4
243,average,20,Male,BBA,3,B,23,8,1,2,4,23,2,Night,1,4,2,3,2,4,1,4,1,2,4,5,2,2,0,4,Morning,2,2,2,1,5,3,3,4,2,2,Direct,4,5,3,2,4,2,2,1,0,4,1,3,1,4,Vegetarian,3,3,2
244,fitness_focused,18,Female,BCOM,1,C,0,6,2,2,2,0,2,Afternoon,5,2,2,4,4,7,0,1,3,2,3,3,4,3,0,3,Afternoon,2,4,2,0,3,2,2,1,3,2,Complain,5,5,2,5,1,4,5,0,0,1,4,1,0,5,Vegetarian,7,4,4
245,average,18,Female,CE,1,D,22,6,4,4,4,22,5,Afternoon,5,1,3,3,3,3,0,3,3,5,3,5,4,2,1,3,Afternoon,2,2,4,0,2,2,1,1,4,3,Complain,2,3,2,4,2,4,4,0,0,4,3,2,1,5,Non-Vegetarian,1,5,4
246,fitness_focused,18,Female,CSE,2,B,22,7,1,2,2,22,5,Evening,1,5,4,3,3,2,1,4,1,4,5,3,4,3,0,4,Evening,4,4,3,0,2,3,3,4,4,3,Direct,4,5,1,5,4,4,4,0,0,1,2,4,0,2,Eggetarian,7,3,4
247,gamer,20,Female,BBA,1,B,1,7,2,2,1,1,3,Evening,5,5,2,4,5,5,0,7,3,3,5,2,4,2,1,2,Morning,4,2,4,0,2,4,5,4,2,3,Direct,5,3,4,5,4,3,2,0,1,6,4,1,1,4,Vegetarian,4,5,2
248,disciplined,21,Male,ME,4,B,21,6,2,4,4,21,7,Afternoon,2,3,1,4,4,2,1,1,3,5,2,2,3,1,1,3,Morning,4,2,4,0,3,4,1,5,5,2,Aggressive,4,4,5,5,2,4,5,0,0,1,3,1,1,5,Eggetarian,1,4,5
249,average,18,Male,IT,2,D,1,9,1,1,3,1,4,Evening,5,3,4,4,4,3,0,1,1,4,2,5,3,2,1,4,Evening,2,4,3,1,5,4,4,1,4,2,Direct,2,2,2,4,5,4,4,1,0,1,3,4,1,2,Non-Vegetarian,3,1,2
250,social,18,Female,ECE,3,D,23,9,4,3,3,23,3,Evening,2,3,4,2,2,4,1,7,1,2,5,5,5,5,1,5,Afternoon,2,4,3,0,5,3,2,3,3,3,Complain,3,5,2,5,2,3,2,0,1,4,5,4,1,4,Vegetarian,1,3,2
251,disciplined,22,Female,EE,2,D,23,7,1,2,1,23,3,Night,3,2,3,5,5,2,1,1,3,3,5,5,2,2,0,3,Morning,2,4,2,0,3,2,4,2,4,2,Avoid,5,4,2,4,3,4,4,1,0,1,2,4,0,5,Eggetarian,4,4,5
252,introvert,20,Female,BBA,3,C,22,7,5,3,1,22,3,Evening,2,5,5,3,2,7,1,5,2,1,5,2,2,1,0,1,Anytime,5,3,4,1,5,5,4,5,3,2,Avoid,2,5,5,2,3,3,4,0,0,3,1,3,1,4,Eggetarian,0,5,3
253,average,24,Male,BBA,2,D,0,8,3,2,5,0,5,Afternoon,5,5,3,2,3,1,1,5,1,1,5,1,4,3,0,4,Afternoon,2,4,2,0,1,4,4,1,3,2,Direct,5,5,4,5,4,2,3,0,0,3,3,2,1,4,Non-Vegetarian,0,2,3
254,average,19,Female,ECE,3,D,22,8,1,5,1,22,2,Evening,1,2,1,4,3,1,1,4,2,1,5,5,3,2,0,2,Anytime,2,4,2,0,1,4,2,5,3,4,Avoid,5,3,5,3,4,2,4,0,1,1,3,3,0,4,Eggetarian,1,5,4
255,average,18,Female,CE,2,C,1,9,4,1,5,1,2,Evening,2,3,2,2,2,2,1,1,2,1,4,5,2,2,1,4,Anytime,4,4,2,0,3,2,4,2,3,4,Aggressive,5,5,4,2,4,2,3,0,0,4,4,3,1,4,Eggetarian,0,5,2
256,average,18,Female,ME,3,A,22,6,3,4,2,22,4,Morning,4,5,5,2,3,3,0,2,1,4,2,2,4,3,0,4,Afternoon,3,2,4,0,1,3,2,1,3,2,Avoid,4,3,4,3,3,3,2,0,0,2,3,4,1,3,Eggetarian,2,4,4
257,disciplined,24,Female,BBA,3,B,22,6,5,1,4,22,3,Night,2,2,1,4,3,2,1,1,1,5,3,2,4,2,1,3,Evening,3,4,3,0,1,2,4,2,4,4,Aggressive,3,4,5,4,4,5,4,0,0,0,4,2,0,2,Vegetarian,3,5,5
258,average,19,Female,CSE,2,B,0,6,5,1,2,0,4,Evening,2,3,4,2,3,1,1,4,1,3,5,1,2,2,0,3,Anytime,2,3,2,0,5,4,3,5,2,2,Complain,2,2,1,5,5,4,2,0,1,3,3,1,0,2,Eggetarian,1,1,3
259,disciplined,18,Female,ECE,2,A,23,7,1,1,4,23,7,Night,3,5,4,5,5,2,1,5,2,3,4,4,2,2,1,2,Afternoon,3,4,4,0,2,3,3,2,5,4,Direct,5,5,2,4,4,5,4,1,0,2,3,2,1,5,Non-Vegetarian,3,4,5
260,fitness_focused,21,Female,IT,3,D,23,7,2,2,2,23,3,Evening,4,5,4,3,4,3,0,4,1,4,1,5,4,3,1,4,Anytime,2,2,2,0,5,2,4,5,3,2,Aggressive,2,4,2,4,3,4,5,0,0,2,2,4,1,5,Vegetarian,7,2,5
261,average,24,Male,ECE,1,A,22,6,1,3,1,22,4,Evening,2,2,2,3,2,3,1,5,2,4,3,2,3,3,0,4,Afternoon,2,2,3,0,5,4,4,2,4,4,Aggressive,4,3,1,3,4,2,2,0,0,4,4,4,0,2,Eggetarian,2,4,4
262,social,21,Male,BCOM,3,C,23,8,1,2,2,23,3,Night,2,1,2,4,4,3,0,3,3,4,1,5,5,4,1,5,Evening,1,5,4,0,4,2,2,1,4,3,Complain,4,4,2,5,3,2,3,1,1,1,5,5,0,3,Eggetarian,0,5,2
263,average,19,Female,BBA,4,A,0,9,3,3,5,0,5,Night,3,2,3,4,4,5,0,4,2,3,1,4,4,2,1,4,Morning,2,2,2,0,1,2,3,1,2,4,Avoid,2,2,1,2,3,4,2,0,1,4,3,1,0,2,Eggetarian,1,2,4
264,gamer,19,Male,ECE,1,D,23,7,1,1,4,23,4,Afternoon,4,2,4,4,5,2,1,3,3,5,1,4,2,2,0,2,Afternoon,3,2,4,0,1,4,1,2,2,3,Avoid,3,3,5,4,5,3,3,0,0,7,5,3,0,2,Eggetarian,2,3,2
265,disciplined,18,Female,IT,1,D,21,7,4,1,1,21,5,Evening,5,1,5,5,5,7,1,4,2,4,3,4,3,2,1,4,Afternoon,2,4,2,0,1,4,3,4,5,3,Complain,5,5,4,5,2,4,5,1,0,0,3,4,0,5,Non-Vegetarian,0,4,4
266,average,19,Male,ECE,1,D,1,7,3,3,2,1,2,Night,4,2,3,4,4,2,0,4,3,4,4,4,2,3,0,3,Morning,2,3,4,1,5,3,2,2,4,3,Avoid,5,5,1,4,2,3,4,0,1,4,1,5,0,4,Non-Vegetarian,2,2,3
267,social,21,Male,CSE,4,C,0,7,2,3,2,0,3,Night,3,5,3,4,4,6,0,2,2,5,2,5,4,4,1,5,Anytime,1,5,4,0,4,1,5,3,2,5,Direct,4,4,1,5,4,2,3,0,0,1,5,3,0,2,Non-Vegetarian,2,5,3
268,social,24,Female,IT,4,C,1,9,2,2,5,1,1,Evening,1,2,5,4,4,2,1,4,3,1,3,3,4,4,1,5,Morning,1,5,2,0,4,1,4,4,4,3,Complain,4,4,1,4,4,3,2,1,0,2,4,4,0,2,Vegetarian,2,5,3
269,average,20,Female,CSE,4,C,1,7,3,5,1,1,4,Evening,5,5,1,4,3,6,0,4,1,1,2,2,2,2,0,2,Evening,3,3,2,1,3,2,4,4,4,2,Aggressive,5,3,5,2,2,3,2,0,0,2,2,1,0,2,Eggetarian,1,4,2
270,disciplined,24,Male,ME,2,C,22,6,4,1,5,22,5,Night,1,4,5,4,3,2,0,2,1,5,4,1,3,1,1,4,Afternoon,3,2,2,0,5,2,5,3,5,4,Complain,5,4,2,5,3,4,5,0,0,0,3,4,0,5,Eggetarian,4,4,4
271,average,18,Female,ECE,2,B,0,7,5,3,3,0,5,Morning,2,5,3,2,3,1,1,1,1,2,3,2,3,3,1,3,Anytime,4,2,3,1,5,4,3,2,2,4,Direct,2,2,5,2,1,3,2,0,0,4,2,1,0,4,Vegetarian,1,4,4
272,gamer,18,Female,BBA,1,C,22,6,3,2,3,22,5,Afternoon,1,1,4,2,1,1,0,6,1,4,5,5,3,3,0,4,Anytime,2,4,4,0,2,2,4,4,2,2,Aggressive,5,3,4,3,1,4,1,0,0,6,5,2,1,2,Eggetarian,2,2,2
273,introvert,24,Male,CSE,4,D,22,8,1,3,3,22,2,Evening,4,4,5,3,3,6,1,6,3,5,2,3,2,1,0,2,Afternoon,5,2,5,0,3,4,4,5,3,3,Avoid,2,4,2,4,3,4,3,1,1,2,1,2,0,4,Eggetarian,1,5,2
274,fitness_focused,24,Male,BBA,1,D,22,6,5,1,5,22,2,Evening,5,2,2,4,5,7,1,4,1,3,3,5,3,3,0,4,Evening,4,3,4,0,2,4,4,2,4,2,Direct,2,5,1,4,3,4,5,0,0,3,2,5,0,3,Vegetarian,5,1,5
275,disciplined,19,Male,ECE,3,D,21,6,3,4,1,21,7,Evening,3,4,3,4,4,4,1,6,3,5,1,4,2,2,1,3,Morning,3,4,3,0,4,4,1,4,5,4,Aggressive,2,5,1,5,1,5,5,0,0,0,1,4,1,4,Vegetarian,4,4,4
276,average,22,Female,CE,4,A,22,7,5,1,5,22,5,Morning,5,2,4,3,4,5,1,7,3,1,3,5,2,3,0,3,Evening,2,2,3,0,4,2,2,1,2,3,Aggressive,3,2,4,3,4,2,3,0,0,3,4,2,1,2,Vegetarian,1,2,2
277,introvert,22,Male,BCOM,4,C,24,7,1,5,3,24,2,Night,4,1,3,4,5,6,1,1,1,1,3,3,2,1,0,2,Afternoon,4,1,4,0,1,4,2,4,4,4,Avoid,4,5,1,3,5,3,2,0,0,2,2,2,0,5,Vegetarian,2,1,4
278,clean_freak,18,Female,CSE,3,B,0,7,4,2,2,0,5,Night,4,2,1,2,2,5,0,2,3,2,5,2,2,3,0,4,Afternoon,4,4,5,0,3,2,3,4,4,3,Direct,4,5,1,4,3,3,3,0,1,2,4,5,1,3,Eggetarian,1,2,4
279,night_owl,21,Male,BBA,1,D,1,8,2,1,3,1,4,Night,3,4,3,3,4,5,1,3,2,5,4,4,4,2,1,3,Morning,4,3,3,0,3,4,3,3,3,4,Avoid,4,4,2,3,3,3,1,0,1,4,3,3,1,3,Eggetarian,1,3,2
280,introvert,20,Female,CE,4,B,22,8,3,2,2,22,4,Afternoon,4,3,2,4,4,6,1,5,2,5,3,2,2,1,0,1,Evening,4,2,5,0,1,4,3,4,3,4,Direct,4,5,2,4,1,3,4,1,1,1,4,2,1,4,Vegetarian,1,2,2
281,average,24,Male,CSE,1,C,22,8,2,1,4,22,3,Morning,5,1,1,2,2,5,1,3,2,2,2,2,4,3,1,2,Afternoon,2,4,4,0,2,2,4,2,4,4,Direct,3,2,5,4,4,2,2,0,0,2,2,4,0,3,Vegetarian,2,1,2
282,average,20,Female,BBA,4,B,23,6,1,4,4,23,5,Afternoon,4,5,4,2,3,7,1,2,3,4,4,5,3,3,0,3,Anytime,3,4,2,0,2,4,1,5,4,4,Aggressive,3,5,2,3,3,3,3,0,0,3,2,4,1,2,Eggetarian,4,2,4
283,introvert,21,Male,BBA,3,C,23,6,4,4,4,23,5,Morning,4,3,3,3,3,3,1,4,1,2,2,5,1,1,0,1,Anytime,5,1,4,0,2,4,5,5,2,3,Avoid,4,5,2,4,2,3,3,0,0,4,3,1,0,3,Vegetarian,4,1,4
284,introvert,24,Male,EE,4,D,22,6,1,2,5,22,2,Morning,1,3,2,5,4,7,1,5,2,2,2,5,1,1,0,1,Morning,5,1,5,0,5,4,4,2,2,2,Avoid,3,3,2,4,5,3,3,0,0,2,1,3,0,3,Eggetarian,4,1,2
285,fitness_focused,19,Male,EE,4,D,1,9,5,4,5,1,4,Night,3,5,4,2,3,7,1,2,1,2,1,5,3,3,0,4,Anytime,3,3,3,0,1,3,4,2,2,2,Aggressive,3,5,3,4,3,5,4,0,0,2,1,2,1,4,Non-Vegetarian,6,4,5
